session_id,target
1,0.0022197636326533664
2,2.518962288800953e-09
3,6.160275912647033e-09
4,1.3226896973002024e-08
5,2.729066949500432e-05
6,0.0001511804779843668
7,0.0004423787006226561
8,0.0001012450780823282
9,0.0007774561045487672
10,0.10495077981512933
11,2.379849219820073e-05
12,9.552426248068614e-05
13,0.00028673945644568945
14,0.3589886514799435
15,3.471061658873328e-05
16,0.0038312702884418944
17,0.015419834826097276
18,2.8327978416766797e-05
19,0.000784294327525602
20,1.1894668591765811e-07
21,0.06464332711472354
22,6.363765551179553e-08
23,2.908035648319824e-05
24,0.0003366622958205677
25,0.07077661052402735
26,2.2707896507261215e-09
27,0.000534122075161155
28,2.134137090631257e-07
29,0.014157897411213958
30,5.5227624018939344e-05
31,0.014150004538640501
32,0.04522474069106261
33,0.0005506919514640605
34,6.789637433700296e-08
35,0.014341492455582522
36,0.00033227066488826566
37,6.7478648121825715e-09
38,8.104813724521068e-09
39,5.5227624018939344e-05
40,2.5388247437235233e-05
41,0.00039732088039979327
42,0.0012786209867237336
43,1.6095763293355434e-06
44,1.4029316235959029e-05
45,0.23962827200260212
46,5.2870029976726595e-06
47,0.00897864540490306
48,0.0006109847854563655
49,2.4468604958912104e-05
50,7.637561843546014e-06
51,6.466768093705475e-08
52,5.872840454827695e-06
53,0.03734529123312592
54,5.789659043884073e-05
55,5.0842329853581205e-06
56,0.0018537645247364387
57,7.74642535812976e-07
58,1.101991778303576e-05
59,6.98689329735223e-06
60,5.252967040356081e-06
61,6.030569927970026e-06
62,0.0012781998922215963
63,6.476277758155739e-06
64,2.8501298233024475e-05
65,3.162126385729537e-06
66,6.475212474473748e-08
67,0.00018030329651451095
68,0.00014303572589435245
69,0.0909404082499643
70,0.00010745637516724907
71,0.00015917261319092993
72,6.98689329735223e-06
73,0.029940158482965093
74,2.518962288800953e-09
75,3.1981020009775274e-05
76,0.00032221175087770423
77,0.00013425737878863564
78,0.0014237689426620738
79,5.746944410206122e-06
80,0.00012341526019670355
81,1.796595311804582e-05
82,2.9078606449312482e-05
83,2.4541271993032094e-08
84,0.25850361086703955
85,9.344299118700853e-06
86,2.931303770033011e-07
87,0.0010484917718409739
88,0.000644171542229352
89,0.00023634869033798748
90,0.017486504259566178
91,0.00011242539276686034
